Sample_ID,Participant,Bottle_ID,Incubation,pH,Redox,Carbon,PFAS,Time,PFOA,diPAP,monoPAP ,FTOH,PFHxA,PFOA_Norm,diPAP_Norm
B4M15,B,Bottle_15,Biotic,2,Anaerobic,glucose,No,4,0,0,0,0,4.09504608,NA,NA
B4M16,B,Bottle_16,Biotic,7,Anaerobic,glucose,No,4,3.871431555,0,0,0,0,NA,NA
B8M1,B,Bottle_01,Biotic,2,Aerobic,lactose,Yes,8,4764.754016,3789.892284,26.82485231,0,0,158.8251339,126.3297428
B8M2,B,Bottle_02,Biotic,7,Aerobic,lactose,Yes,8,4664.224295,NA,18.20362599,0,5.19006258,155.4741432,NA
B8M3,B,Bottle_03,Biotic,2,Aerobic,glucose,Yes,8,3982.232183,3576.412506,27.12686902,0,0,132.7410728,119.2137502
B8M4,B,Bottle_04,Biotic,7,Aerobic,glucose,Yes,8,4546.099795,NA,19.48832756,0,5.204913641,151.5366598,NA
B8M5,B,Bottle_05,Biotic,2,Anaerobic,lactose,Yes,8,3841.97784,1055.007002,27.3034834,0,5.249766937,128.065928,35.16690007
B8M6,B,Bottle_06,Biotic,7,Anaerobic,lactose,Yes,8,4911.316936,NA,19.15074353,0,0,163.7105645,NA
B8M7,B,Bottle_07,Biotic,2,Anaerobic,glucose,Yes,8,3857.208177,1954.767735,28.26526788,0,5.349589573,128.5736059,65.15892451
B8M8,B,Bottle_08,Biotic,7,Anaerobic,glucose,Yes,8,4436.450933,11817.2805,17.43410063,0,5.564537003,147.8816978,393.9093501
B8M9,B,Bottle_09,Biotic,2,Aerobic,lactose,No,8,3.520717034,0,0,0,0,NA,NA
B8M10,B,Bottle_10,Biotic,7,Aerobic,lactose,No,8,0,0,0,0,0,NA,NA
B8M11,B,Bottle_11,Biotic,2,Aerobic,glucose,No,8,3.549088776,0,0,0,0,NA,NA
B8M12,B,Bottle_12,Biotic,7,Aerobic,glucose,No,8,0,0,0,0,0,NA,NA
B8M13,B,Bottle_13,Biotic,2,Anaerobic,lactose,No,8,0,0,0,0,0,NA,NA
B8M14,B,Bottle_14,Biotic,7,Anaerobic,lactose,No,8,0,0,0,0,0,NA,NA
B8M15,B,Bottle_15,Biotic,2,Anaerobic,glucose,No,8,0,0,0,0,0,NA,NA
B8M16,B,Bottle_16,Biotic,7,Anaerobic,glucose,No,8,0,0,0,0,0,NA,NA
B24M1,B,Bottle_01,Biotic,2,Aerobic,lactose,Yes,24,4173.764145,2796.986013,28.44836015,0,5.738361986,139.1254715,93.23286709
B24M2,B,Bottle_02,Biotic,7,Aerobic,lactose,Yes,24,4102.732305,12516.99298,0,0,4.628986698,136.7577435,417.2330993
B24M3,B,Bottle_03,Biotic,2,Aerobic,glucose,Yes,24,3808.669602,3866.684757,27.82269301,0,0,126.9556534,128.8894919
B24M4,B,Bottle_04,Biotic,7,Aerobic,glucose,Yes,24,4425.830925,12001.00508,0,0,5.345404277,147.5276975,400.0335025
B24M5,B,Bottle_05,Biotic,2,Anaerobic,lactose,Yes,24,3665.016708,1261.893858,29.58284783,0,0,122.1672236,42.0631286
B24M6,B,Bottle_06,Biotic,7,Anaerobic,lactose,Yes,24,4241.705045,16951.80478,0,0,5.209607955,141.3901682,565.0601593
B24M7,B,Bottle_07,Biotic,2,Anaerobic,glucose,Yes,24,3690.686122,823.8747273,25.58476268,0,0,123.0228707,27.46249091
B24M8,B,Bottle_08,Biotic,7,Anaerobic,glucose,Yes,24,4458.135975,10444.62001,0,0,5.453150895,148.6045325,348.1540002
B24M9,B,Bottle_09,Biotic,2,Aerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M10,B,Bottle_10,Biotic,7,Aerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M11,B,Bottle_11,Biotic,2,Aerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M12,B,Bottle_12,Biotic,7,Aerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M13,B,Bottle_13,Biotic,2,Anaerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M14,B,Bottle_14,Biotic,7,Anaerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M15,B,Bottle_15,Biotic,2,Anaerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M16,B,Bottle_16,Biotic,7,Anaerobic,glucose,No,72,0,0,0,0,0,NA,NA
B72M1,B,Bottle_01,Biotic,2,Aerobic,lactose,Yes,72,4123.210179,444.822592,25.68021933,0,5.61772955,137.4403393,14.82741973
B72M2,B,Bottle_02,Biotic,7,Aerobic,lactose,Yes,72,4388.692775,3076.390078,0,0,4.573104479,146.2897592,102.5463359
B72M3,B,Bottle_03,Biotic,2,Aerobic,glucose,Yes,72,3286.213057,425.8495732,23.12071487,0,0,109.5404352,14.19498577
B72M4,B,Bottle_04,Biotic,7,Aerobic,glucose,Yes,72,3843.027429,3066.900383,0,0,0,128.1009143,102.2300128
B72M5,B,Bottle_05,Biotic,2,Anaerobic,lactose,Yes,72,4035.505864,219.4183737,26.66978067,0,0,134.5168621,7.313945789
B72M6,B,Bottle_06,Biotic,7,Anaerobic,lactose,Yes,72,4332.096551,2167.727256,0,0,0,144.4032184,72.25757519
B72M7,B,Bottle_07,Biotic,2,Anaerobic,glucose,Yes,72,4381.624311,144.5352343,24.65203087,0,0,146.0541437,4.817841145
B72M8,B,Bottle_08,Biotic,7,Anaerobic,glucose,Yes,72,4656.151425,2181.583971,0,0,5.655564214,155.2050475,72.7194657
B72M9,B,Bottle_09,Biotic,2,Aerobic,lactose,No,72,6.573226021,0,0,0,0,NA,NA
B72M10,B,Bottle_10,Biotic,7,Aerobic,lactose,No,72,0,0,0,0,0,NA,NA
B72M11,B,Bottle_11,Biotic,2,Aerobic,glucose,No,72,3.842534234,0,0,0,0,NA,NA
B72M12,B,Bottle_12,Biotic,7,Aerobic,glucose,No,72,0,0,0,0,0,NA,NA
B72M13,B,Bottle_13,Biotic,2,Anaerobic,lactose,No,72,0,0,0,0,0,NA,NA
B72M14,B,Bottle_14,Biotic,7,Anaerobic,lactose,No,72,0,0,0,0,0,NA,NA
B72M15,B,Bottle_15,Biotic,2,Anaerobic,glucose,No,72,0,0,0,0,0,NA,NA
B72M16,B,Bottle_16,Biotic,7,Anaerobic,glucose,No,72,0,0,0,0,0,NA,NA
B168M1,B,Bottle_01,Biotic,2,Aerobic,lactose,Yes,168,3045.635738,262.6609519,15.33679935,0,0,101.5211913,8.755365062
B168M2,B,Bottle_02,Biotic,7,Aerobic,lactose,Yes,168,3771.124924,NA,0,0,0,125.7041641,NA
B168M3,B,Bottle_03,Biotic,2,Aerobic,glucose,Yes,168,3475.362768,425.602384,22.60881397,0,0,115.8454256,14.18674613
B168M4,B,Bottle_04,Biotic,7,Aerobic,glucose,Yes,168,4133.491362,2156.27402,0,0,0,137.7830454,71.87580067
B168M5,B,Bottle_05,Biotic,2,Anaerobic,lactose,Yes,168,3417.293847,243.1427656,25.06718115,0,0,113.9097949,8.104758853
B168M6,B,Bottle_06,Biotic,7,Anaerobic,lactose,Yes,168,3943.956193,NA,0,0,0,131.4652064,NA
B168M7,B,Bottle_07,Biotic,2,Anaerobic,glucose,Yes,168,3368.813753,240.6346229,25.68899269,0,0,112.2937918,8.021154098
B168M8,B,Bottle_08,Biotic,7,Anaerobic,glucose,Yes,168,3581.887925,NA,0,0,0,119.3962642,NA
B168M9,B,Bottle_09,Biotic,2,Aerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M10,B,Bottle_10,Biotic,7,Aerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M11,B,Bottle_11,Biotic,2,Aerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M12,B,Bottle_12,Biotic,7,Aerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M13,B,Bottle_13,Biotic,2,Anaerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M14,B,Bottle_14,Biotic,7,Anaerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M15,B,Bottle_15,Biotic,2,Anaerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M16,B,Bottle_16,Biotic,7,Anaerobic,glucose,No,168,0,0,0,0,0,NA,NA
B0M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,0,NA,239.0942557,NA,0,0,NA,7.969808524
B0M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,0,4315.061219,2643.672187,34.50779854,0,0,143.835374,88.12240623
B0M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,0,3254.210887,932.6618795,27.82225833,0,0,108.4736962,31.08872932
B0M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,0,3464.696942,2623.506244,29.72741673,0,0,115.4898981,87.45020813
B0M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,0,3851.39979,189.8769381,29.95942323,0,0,128.379993,6.329231269
B0M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,0,3949.162006,2374.072221,28.66072299,0,0,131.6387335,79.1357407
B0M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,0,4057.701008,258.7199221,29.77761982,0,0,135.2567003,8.623997405
B0M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,0,3977.316055,3678.061403,26.96978067,0,0,132.5772018,122.6020468
B0M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,0,26.69452166,0,0,0,0,NA,NA
B0M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,0,0,0,0,0,0,NA,NA
B0M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,0,0,0,0,0,0,NA,NA
B0M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,0,0,0,0,0,0,NA,NA
B0M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,0,0,0,0,0,0,NA,NA
B0M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,0,0,0,0,0,0,NA,NA
B0M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,0,0,0,0,0,0,NA,NA
B0M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,0,0,0,0,0,0,NA,NA
B4M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,4,NA,NA,NA,0,NA,NA,NA
B4M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,4,NA,NA,NA,0,NA,NA,NA
B4M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,4,NA,NA,NA,0,NA,NA,NA
B4M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,4,NA,NA,NA,0,NA,NA,NA
B4M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,4,NA,NA,NA,0,NA,NA,NA
B4M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,4,NA,NA,NA,0,NA,NA,NA
B4M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,4,NA,NA,NA,0,NA,NA,NA
B4M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,4,NA,NA,NA,0,NA,NA,NA
B4M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,4,NA,NA,NA,0,NA,NA,NA
B8M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,8,NA,NA,NA,0,NA,NA,NA
B8M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,8,NA,NA,NA,0,NA,NA,NA
B8M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,8,NA,NA,NA,0,NA,NA,NA
B8M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,8,NA,NA,NA,0,NA,NA,NA
B8M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,8,NA,NA,NA,0,NA,NA,NA
B8M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,8,NA,NA,NA,0,NA,NA,NA
B8M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,8,NA,NA,NA,0,NA,NA,NA
B8M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,8,NA,NA,NA,0,NA,NA,NA
B8M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,8,NA,NA,NA,0,NA,NA,NA
B24M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,24,3657.657105,0,NA,0,0,121.9219035,0
B24M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,24,3285.34681,7195.599911,33.90682372,0,0,109.5115603,239.8533304
B24M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,24,3215.464389,1532.29433,25.82680747,0,0,107.1821463,51.07647768
B24M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,24,3571.791462,4239.628029,32.46994314,0,0,119.0597154,141.3209343
B24M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,24,3103.354732,584.4680503,26.76007311,0,0,103.4451577,19.48226834
B24M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,24,3675.609916,3875.562987,32.33456539,0,0,122.5203305,129.1854329
B24M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,24,3259.591982,538.071836,28.99337937,0,0,108.6530661,17.93572787
B24M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,24,4000.484217,2391.772815,30.87989439,0,0,133.3494739,79.7257605
B24M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,24,0,0,0,0,0,NA,NA
B24M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,24,0,0,0,0,0,NA,NA
B24M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,72,0,0,0,0,0,NA,NA
M72M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,72,NA,NA,NA,0,NA,NA,NA
M72M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,72,NA,NA,NA,0,NA,NA,NA
M72M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,72,NA,NA,NA,0,NA,NA,NA
M72M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,72,NA,NA,NA,0,NA,NA,NA
M72M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,72,NA,NA,NA,0,NA,NA,NA
M72M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,72,NA,NA,NA,0,NA,NA,NA
M72M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,72,NA,NA,NA,0,NA,NA,NA
M72M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,72,NA,NA,NA,0,NA,NA,NA
M72M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,72,NA,NA,NA,0,NA,NA,NA
B168M17,B,Bottle_17,Abiotic,2,Aerobic,lactose,Yes,168,3280.993199,397.1974105,29.2011025,0,0,109.36644,13.23991368
B168M18,B,Bottle_18,Abiotic,7,Aerobic,lactose,Yes,168,3760.546218,6553.731275,22.17452324,0,0,125.3515406,218.4577092
B168M19,B,Bottle_19,Abiotic,2,Aerobic,glucose,Yes,168,2647.167258,489.6891977,30.38259833,0,0,88.23890862,16.32297326
B168M20,B,Bottle_20,Abiotic,7,Aerobic,glucose,Yes,168,3230.559815,4741.100155,0,0,0,107.6853272,158.0366718
B168M21,B,Bottle_21,Abiotic,2,Anaerobic,lactose,Yes,168,3431.515278,291.4514406,30.86165077,0,0,114.3838426,9.715048019
B168M22,B,Bottle_22,Abiotic,7,Anaerobic,lactose,Yes,168,4300.651107,4987.897884,0,0,0,143.3550369,166.2632628
B168M23,B,Bottle_23,Abiotic,2,Anaerobic,glucose,Yes,168,3177.045667,312.4625084,28.88107867,0,0,105.9015222,10.41541695
B168M24,B,Bottle_24,Abiotic,7,Anaerobic,glucose,Yes,168,3669.71474,7222.14935,0,0,0,122.3238247,240.7383117
B168M25,B,Bottle_25,Abiotic,2,Aerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M26,B,Bottle_26,Abiotic,7,Aerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M27,B,Bottle_27,Abiotic,2,Aerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M28,B,Bottle_28,Abiotic,7,Aerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M29,B,Bottle_29,Abiotic,2,Anaerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M30,B,Bottle_30,Abiotic,7,Anaerobic,lactose,No,168,0,0,0,0,0,NA,NA
B168M31,B,Bottle_31,Abiotic,2,Anaerobic,glucose,No,168,0,0,0,0,0,NA,NA
B168M32,B,Bottle_32,Abiotic,7,Anaerobic,glucose,No,168,0,0,0,0,0,NA,NA
