# Constructed from biom file
#OTU ID	SP_F1	SP_F2	SP_F3	SP_M1	SP_M2	SP_M3
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__RF39;f__UBA660;g__CAG-302	0.0	0.045599344680076453	0.0004358513921093464	8.424904016272101e-05	0.00012044564890093345	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__;g__	8.692196890676998e-05	0.0006007099299171749	0.00013947244547499085	0.0	0.0002408912978018669	6.09666878017851e-05
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella	0.0	0.0	0.0	0.00013239134882713302	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	0.00546366661699697	0.00016382998088650222	0.0020049164037029936	0.0035504952640003852	0.0	0.0069623957469638585
d__Bacteria;p__Firmicutes_B_370539;c__Dehalobacteriia;o__Dehalobacteriales;f__Dehalobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	7.316002536214213e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus	0.0	0.0	0.0	0.000373102892149193	0.0	0.0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae_42771;g__Mitsuokella	0.0	0.0	0.003539113303927893	0.0	0.0001806684733514002	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	0.00019867878607261708	0.0	0.0	0.000409209623647502	0.0	0.00013412671316392723
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas	0.0	0.0006553199235460089	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0.04482690110763423	0.02654045690361336	0.05259854599975592	0.011806901199947043	0.02005420054200542	0.05195581134468127
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B	0.0	0.0	5.230216705312157e-05	0.000324960583484781	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae;g__	0.00026076590672030993	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592524;f__Burkholderiaceae_A_574938;g__Oxalobacter_566322	6.208712064769285e-05	0.0001274233184672795	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__	0.0	0.0	0.0	0.0	0.0	3.658001268107106e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	0.0005215318134406199	0.00014562664967689086	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__UBA1381;f__UBA1381;g__CAG-41	0.004867630258779119	0.002603076362974424	0.010338395020833696	0.000216640388989854	0.0032520325203252032	0.00687704238404136
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__Christensenellaceae;__	0.0	3.6406662419222716e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	0.14159588734912829	0.0131428051333394	0.04503216583273767	0.006475140515363414	0.031737428485395965	0.03736038628493391
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	0.002297223463964635	0.0006189132611267862	0.003417074914137276	0.001143379830779785	0.0012345679012345679	0.019619080134614445
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508;g__	0.0	0.0	0.002179256960546732	0.0	0.0	0.0014144271570014145
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A_155507	0.008046490835940992	0.059106216437608085	0.021740267438414198	0.003321819297844428	0.08780487804878048	0.013705311417841292
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__MARSEILLE-P3954;g__MARSEILLE-P3954	0.0	0.00032765996177300445	0.0	0.0	6.0222824450466725e-05	2.4386675120714043e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-269	0.0002483484825907714	0.0006553199235460089	0.0	0.0	9.03342366757001e-05	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A_155590	0.00022351363433169424	0.00047328661144989534	0.0004707195034780941	0.000216640388989854	0.0002408912978018669	0.0004023801394917817
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Onthomonas	0.0	0.0014380631655592974	0.0007845325057968235	0.0	0.0002408912978018669	6.09666878017851e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A_858004	0.0004470272686633885	0.0008191499044325111	0.0011332136194843005	0.001095237522115373	0.00039144835892803375	0.002353314149148905
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J	0.0001614265136840014	0.0004186766178210613	0.003922662528984117	0.0	0.0	0.00032922011412963957
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	0.002334475736353251	0.017766451260580685	0.00122038389790617	9.628461732882401e-05	0.0014754591990364348	0.0014875871823635566
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__	0.0	9.101665604805679e-05	0.00010460433410624314	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317_146760	0.0004470272686633885	0.001219623191043961	0.0007496643944280759	0.00016849808032544202	0.002740138512496236	0.0008413402916646345
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-138;g__PeH17	0.0	0.0002730499681441704	0.0	0.0	0.00021077988557663353	2.4386675120714043e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-74;g__SFMI01	0.0023096408880941737	0.0032583962865204335	0.0003835492250562248	9.628461732882401e-05	0.00015055706112616682	0.0025849875627956885
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas	0.0	0.0	0.0	0.000108320194494927	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q_134516	0.0	0.0	0.0	7.221346299661801e-05	0.0	0.0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.00016382998088650222	0.0	0.0	0.00027100271002710027	8.535336292249915e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071	8.692196890676998e-05	0.0018021297897515246	0.00017434055684373856	0.000373102892149193	0.0	0.0006828269033799932
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414	0.0	0.0	0.0	0.0	0.0	7.316002536214213e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha	0.0016515174092286296	0.00374988622917994	0.0019003120695967504	0.0005777077039729441	0.0062029509183980725	0.0004877335024142808
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__GCA-900066905;g__GCA-900066905	0.0	7.281332483844543e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-273	0.002955346942830179	0.01552744152179849	0.0002615108352656078	0.00018053365749154501	0.007407407407407408	0.00015851338828464127
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-74;g__Limiplasma	0.0	0.004113952853372167	0.0	0.0	0.0004817825956037338	0.0006462468906989221
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus	2.4834848259077136e-05	0.0008919632292709566	0.00017434055684373856	0.0	0.0	8.535336292249915e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	0.05820046689514727	0.010230272139801584	0.0224724977771579	0.015826783973425445	0.038542607648298706	0.08148807491586597
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Merdisoma	0.0	0.0	0.00010460433410624314	0.0	0.0	0.0003536067892503536
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	0.0	0.0001274233184672795	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens	0.0035886355734366464	0.006771639209975425	0.0037134538607716313	0.0008545259787933131	0.004305931948208371	0.006852655708920646
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	0.0005215318134406199	0.0016929098024938563	0.0004707195034780941	0.0	0.0007527853056308341	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	0.00028560075497938706	0.0	0.00010460433410624314	0.0	0.0	0.0004999268399746378
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A_180067	0.0	0.0	0.00022664272389686011	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A_859426	0.0	0.0	0.0	2.4071154332206002e-05	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola	0.0003601052997566185	0.0	0.0003835492250562248	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0001614265136840014	0.0	0.0	0.0005295653953085321	0.0	3.658001268107106e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	0.0	0.00014562664967689086	0.0	0.0	0.0	0.0006584402282592791
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__WRMH01	0.0	0.0	0.0	0.0	0.0	3.658001268107106e-05
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	9.933939303630854e-05	0.0	0.0018480099025436287	0.0	0.005751279735019573	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;g__Peptostreptococcus	0.0	0.0	0.0	0.000710099052800077	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter	0.00017384393781353996	0.0	0.0	0.0	0.0	0.000560893527776423
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas	0.0	3.6406662419222716e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae;g__	0.0	0.0	0.0	0.0	0.00015055706112616682	0.0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B	0.0	0.0	0.0014818947331717777	0.000216640388989854	0.0	0.0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	0.0	0.0005460999362883408	0.0	0.0	0.0001806684733514002	0.00019509340096571234
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium	0.0	5.460999362883408e-05	0.0	9.628461732882401e-05	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A	0.00026076590672030993	0.0011104032037862928	0.00022664272389686011	0.0	0.00030111412225233364	7.316002536214213e-05
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera_A_38685	0.0	0.0	0.0022489931832842276	0.0	0.0	0.0006584402282592791
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	0.0003104356032384642	0.0	0.017172544849108247	0.00108320194494927	0.038693164709424875	0.04199385455786958
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__CAG-272;g__RUG13077	0.0	5.460999362883408e-05	0.0	0.0	0.0	2.4386675120714043e-05
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Vescimonas	0.002185466646798788	0.007791025757713662	0.007392039610174515	0.0	0.0014754591990364348	0.0002804467638882115
